TRAIN
Accuracy of Helix: 0.5281108446576073
Accuracy of Coil: 0.7833836029613381
Overall accuracy: 0.6480434459157863
TUNE
Accuracy of Beta: 0.35842293906810035
Accuracy of Helix: 0.4716981132075472
Accuracy of Coil: 0.8076766026949775
Overall accuracy: 0.6333875087067564
TEST
Accuracy of Beta: 0.38831615120274915
Accuracy of Helix: 0.42303664921465967
Accuracy of Coil: 0.818359375
Overall accuracy: 0.6240970072239422
TRAIN
Accuracy of Beta: 0.4350730688935282
Accuracy of Helix: 0.5291766586730615
Accuracy of Coil: 0.7840690978886756
Overall accuracy: 0.6507216188067252
TUNE
Accuracy of Beta: 0.3718637992831541
Accuracy of Helix: 0.4743935309973046
Accuracy of Coil: 0.8068599428338097
Overall accuracy: 0.6368702112839564
TEST
Accuracy of Beta: 0.38946162657502864
Accuracy of Helix: 0.42303664921465967
Accuracy of Coil: 0.81787109375
Overall accuracy: 0.6240970072239422
TRAIN
Accuracy of Beta: 0.4430062630480167
Accuracy of Helix: 0.5291766586730615
Accuracy of Coil: 0.7839319989032081
Overall accuracy: 0.6520607052521946
TUNE
Accuracy of Beta: 0.3727598566308244
Accuracy of Helix: 0.4784366576819407
Accuracy of Coil: 0.8048182931808902
Overall accuracy: 0.636638031112143
TEST
Accuracy of Beta: 0.39862542955326463
Accuracy of Helix: 0.4282722513089005
Accuracy of Coil: 0.81591796875
Overall accuracy: 0.6264189886480909
TRAIN
Accuracy of Beta: 0.44592901878914404
Accuracy of Helix: 0.5334399147348787
Accuracy of Coil: 0.7839319989032081
Overall accuracy: 0.6537717601547389
TUNE
Accuracy of Beta: 0.3763440860215054
Accuracy of Helix: 0.4784366576819407
Accuracy of Coil: 0.8019599836668028
Overall accuracy: 0.635941490596703
TEST
Accuracy of Beta: 0.4020618556701031
Accuracy of Helix: 0.4293193717277487
Accuracy of Coil: 0.81494140625
Overall accuracy: 0.6269349845201239
TRAIN
Accuracy of Beta: 0.4501043841336117
Accuracy of Helix: 0.5347721822541966
Accuracy of Coil: 0.7825610090485331
Overall accuracy: 0.6541437286118137
TUNE
Accuracy of Beta: 0.38530465949820786
Accuracy of Helix: 0.4797843665768194
Accuracy of Coil: 0.8027766435279706
Overall accuracy: 0.6389598328302762
TEST
Accuracy of Beta: 0.4054982817869416
Accuracy of Helix: 0.431413612565445
Accuracy of Coil: 0.8115234375
Overall accuracy: 0.6264189886480909
TRAIN
Accuracy of Beta: 0.45386221294363255
Accuracy of Helix: 0.5369038102851053
Accuracy of Coil: 0.7825610090485331
Overall accuracy: 0.6554084213658682
TUNE
Accuracy of Beta: 0.3888888888888889
Accuracy of Helix: 0.48247978436657685
Accuracy of Coil: 0.8007349938750511
Overall accuracy: 0.6391920130020896
TEST
Accuracy of Beta: 0.4054982817869416
Accuracy of Helix: 0.4324607329842932
Accuracy of Coil: 0.8095703125
Overall accuracy: 0.6256449948400413
TRAIN
Accuracy of Beta: 0.46096033402922754
Accuracy of Helix: 0.5371702637889688
Accuracy of Coil: 0.7833836029613381
Overall accuracy: 0.6571938699598274
TUNE
Accuracy of Beta: 0.3897849462365591
Accuracy of Helix: 0.4838274932614555
Accuracy of Coil: 0.8003266639444672
Overall accuracy: 0.639424193173903
TEST
Accuracy of Beta: 0.4043528064146621
Accuracy of Helix: 0.4324607329842932
Accuracy of Coil: 0.80712890625
Overall accuracy: 0.6240970072239422
TRAIN
Accuracy of Beta: 0.4613778705636743
Accuracy of Helix: 0.5374367172928324
Accuracy of Coil: 0.7833836029613381
Overall accuracy: 0.6573426573426573
TUNE
Accuracy of Beta: 0.3906810035842294
Accuracy of Helix: 0.48517520215633425
